scientificName,animal,Movement,redlistCategory,populationTrend,Pac_Americas,Cen_Americas,Atl_Americas,Eas_Atlantic,Black_Sea,Eas_Africa,Cen_Asia,Eas_Asia,migratory,EOO,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere
Buteo albigula,Buteo_albigula,Not a Migrant,Least Concern,Unknown,1,1,1,0,0,0,0,0,0,4500000,1,0,0,0,0,1,0,0,1,0,3
Buteo albonotatus,Buteo_albonotatus,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,25200000,1,0,0,1,0,1,0,0,1,0,5
Buteo augur,Buteo_augur,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,9950000,0,1,0,0,0,1,0,1,1,0,3
Buteo auguralis,Buteo_auguralis,Full Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,1,11300000,0,1,0,1,0,1,0,1,0,0,5
Buteo brachypterus,Buteo_brachypterus,Not a Migrant,Least Concern,Stable,0,0,0,0,1,1,0,0,0,689000,0,1,0,1,0,1,0,1,1,0,3
Buteo brachyurus,Buteo_brachyurus,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,26200000,1,0,0,0,0,1,0,1,0,0,5
Buteo buteo,Buteo_buteo,Full Migrant,Least Concern,Increasing,0,0,0,1,1,1,1,1,1,33500000,0,1,1,1,0,1,0,0,1,1,2
Buteo hemilasius,Buteo_hemilasius,Full Migrant,Least Concern,Stable,0,0,0,0,0,1,1,1,1,7990000,0,0,1,1,0,0,1,0,0,0,2
Buteo jamaicensis,Buteo_jamaicensis,Full Migrant,Least Concern,Increasing,1,1,1,0,0,1,0,1,1,30900000,1,0,1,1,0,1,1,0,1,0,5
Buteo japonicus,Buteo_buteo,Full Migrant,Least Concern,Unknown,0,0,0,0,0,1,1,1,1,12700000,0,0,1,1,0,1,0,0,1,1,5
Buteo lagopus,Buteo_lagopus,Full Migrant,Least Concern,Stable,1,1,1,1,1,1,1,1,1,41600000,1,1,1,1,0,1,1,0,1,1,2
Buteo lineatus,Buteo_lineatus,Full Migrant,Least Concern,Increasing,1,1,1,0,0,0,0,0,1,9590000,1,0,0,1,0,1,0,0,0,0,5
Buteo nitidus,Buteo_nitidus,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,15500000,1,0,0,0,0,1,0,1,0,0,3
Buteo oreophilus,Buteo_oreophilus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,1,1,0,0,0,2280000,0,1,0,0,0,1,0,0,0,0,3
Buteo plagiatus,Buteo_nitidus,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,3550000,1,0,0,0,0,1,0,1,0,0,5
Buteo platypterus,Buteo_platypterus,Full Migrant,Least Concern,Increasing,1,1,1,0,0,0,0,0,1,14000000,1,0,0,1,0,1,0,0,0,0,5
Buteo refectus,Buteo_buteo,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,1,1,1,0,734000,0,0,1,1,0,1,1,0,1,0,5
Buteo regalis,Buteo_regalis,Full Migrant,Least Concern,Increasing,1,1,1,0,0,0,0,0,1,3320000,1,0,0,1,0,0,1,0,1,0,2
Buteo ridgwayi,Buteo_ridgwayi,Not a Migrant,Critically Endangered,Increasing,0,0,1,0,0,0,0,0,0,26700,1,0,0,0,0,1,0,0,0,0,3
Buteo rufinus,Buteo_rufinus,Full Migrant,Least Concern,Stable,0,0,0,1,1,1,1,1,1,32300000,0,1,1,1,0,1,1,0,1,0,5
Buteo rufofuscus,Buteo_rufofuscus,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,0,2250000,0,1,0,1,0,1,1,1,1,0,3
Buteo swainsoni,Buteo_swainsoni,Full Migrant,Least Concern,Increasing,1,1,1,0,0,0,0,0,1,6760000,1,0,0,1,0,0,1,1,1,0,2
Buteo trizonatus,Buteo_oreophilus,Full Migrant,Near Threatened,Stable,0,0,0,1,1,1,0,0,1,179000,0,1,0,1,0,1,1,0,0,0,3
Buteo ventralis,Buteo_ventralis,Not a Migrant,Vulnerable,Decreasing,1,1,1,0,0,0,0,0,0,1070000,1,0,0,0,0,1,1,0,1,0,3
Buteogallus aequinoctialis,Buteogallus_aequinoctialis,Not a Migrant,Near Threatened,Decreasing,0,0,1,0,0,0,0,0,0,5440000,1,0,0,0,0,1,0,1,0,0,3
Buteogallus anthracinus,Buteogallus_anthracinus,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,10200000,1,0,0,0,1,1,0,0,0,0,5
Buteogallus coronatus,Harpyhaliaetus_coronatus,Not a Migrant,Endangered,Decreasing,1,1,1,0,0,0,0,0,0,8090000,1,0,0,1,0,1,1,1,1,0,3
Buteogallus gundlachii,Buteogallus_gundlachii,Not a Migrant,Near Threatened,Decreasing,0,1,1,0,0,0,0,0,0,224000,1,0,0,0,0,1,0,1,0,1,3
Buteogallus lacernulatus,Leucopternis_lacernulatus,Not a Migrant,Vulnerable,Decreasing,0,0,1,0,0,0,0,0,0,1040000,1,0,0,0,0,1,0,1,0,0,3
Buteogallus meridionalis,Buteogallus_meridionalis,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,19000000,1,0,0,1,0,1,1,1,0,1,3
Buteogallus schistaceus,Leucopternis_schistaceus,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,6100000,1,0,0,0,0,1,1,0,0,0,3
Buteogallus solitarius,Harpyhaliaetus_solitarius,Not a Migrant,Near Threatened,Decreasing,1,1,1,0,0,0,0,0,0,13700000,1,0,0,0,0,1,0,0,0,0,5
Buteogallus urubitinga,Buteogallus_urubitinga,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,22100000,1,0,0,1,0,1,0,1,1,0,5
Buthraupis montana,Buthraupis_montana,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,2630000,1,0,0,0,0,1,0,0,0,0,3
Butorides striata,Butorides_striata,Full Migrant,Least Concern,Stable,1,1,1,1,1,1,1,1,1,305000000,1,1,1,0,0,1,0,0,0,1,5
Bycanistes albotibialis,Bycanistes_albotibialis,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,3170000,0,1,0,0,0,1,0,0,0,0,3
Bycanistes brevis,Bycanistes_brevis,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,2420000,0,1,0,0,0,1,0,1,0,0,3
Bycanistes bucinator,Bycanistes_bucinator,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,6520000,0,1,0,0,0,1,0,1,0,0,3
Bycanistes cylindricus,Bycanistes_cylindricus,Not a Migrant,Vulnerable,Decreasing,0,0,0,1,1,0,0,0,0,556000,0,1,0,0,0,1,0,0,0,0,3
Bycanistes fistulator,Bycanistes_fistulator,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,0,0,0,0,1880000,0,1,0,1,0,1,0,0,0,0,3
Bycanistes sharpii,Bycanistes_fistulator,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,5200000,0,1,0,1,0,1,0,0,0,0,3
Bycanistes subcylindricus,Bycanistes_subcylindricus,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,7210000,0,1,0,1,0,1,0,1,0,0,3
Cacatua alba,Cacatua_alba,Not a Migrant,Endangered,Decreasing,0,0,0,0,0,0,0,1,0,51700,0,0,1,1,0,1,0,0,0,0,3
Cacatua ducorpsii,Cacatua_ducorpsii,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,158000,0,0,1,0,0,1,0,0,0,0,3
Cacatua galerita,Cacatua_galerita,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,10800000,0,0,1,1,0,1,0,0,0,0,3
Cacatua goffiniana,Cacatua_goffiniana,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,9200,0,0,1,1,0,1,0,0,0,0,3
Cacatua haematuropygia,Cacatua_haematuropygia,Not a Migrant,Critically Endangered,Decreasing,0,0,0,0,0,0,0,1,0,734000,0,0,1,0,0,1,0,0,0,0,3
Cacatua leadbeateri,Cacatua_leadbeateri,Nomadic,Least Concern,Stable,0,0,0,0,0,0,0,1,0,5070000,0,0,1,0,0,1,0,0,1,0,3
Cacatua moluccensis,Cacatua_moluccensis,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,33800,0,0,1,0,0,1,0,0,0,0,3
Cacatua ophthalmica,Cacatua_ophthalmica,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,63700,0,0,1,0,0,1,0,0,0,0,3
Cacatua pastinator,Cacatua_pastinator,Nomadic,Least Concern,Increasing,0,0,0,0,0,0,0,1,0,258000,0,0,1,1,0,0,1,0,1,0,3
Cacatua sanguinea,Cacatua_sanguinea,Not a Migrant,Least Concern,Increasing,0,0,0,0,0,0,0,1,0,9590000,0,0,1,1,0,0,1,1,1,0,3
Cacatua sulphurea,Cacatua_sulphurea,Not a Migrant,Critically Endangered,Decreasing,0,0,0,0,0,0,0,1,0,965000,0,0,1,1,0,1,0,0,1,0,3
Cacatua tenuirostris,Cacatua_tenuirostris,Not a Migrant,Least Concern,Increasing,0,0,0,0,0,0,0,1,0,567000,0,0,1,0,0,1,1,0,0,0,3
Cacicus cela,Cacicus_cela,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,11200000,1,0,0,0,0,1,0,0,0,0,3
Cacicus chrysonotus,Cacicus_chrysonotus,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,2550000,1,0,0,0,0,1,0,0,0,0,3
Cacicus chrysopterus,Cacicus_chrysopterus,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,2980000,1,0,0,0,0,1,0,0,0,0,3
Cacicus flavicrissus,Cacicus_cela,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,1010000,1,0,0,0,0,1,0,0,0,0,3
Cacicus haemorrhous,Cacicus_haemorrhous,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,12500000,1,0,0,0,0,1,0,0,0,0,3
Cacicus koepckeae,Cacicus_koepckeae,Not a Migrant,Endangered,Decreasing,1,1,0,0,0,0,0,0,0,76500,1,0,0,0,0,1,0,0,0,0,3
Cacicus latirostris,Ocyalus_latirostris,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,512000,1,0,0,0,0,1,0,0,0,0,3
Cacicus microrhynchus,Cacicus_microrhynchus,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,421000,1,0,0,1,0,1,0,0,0,0,3
Cacicus oseryi,Clypicterus_oseryi,Not a Migrant,Least Concern,Stable,1,1,0,0,0,0,0,0,0,998000,1,0,0,0,0,1,0,0,0,0,3
Cacicus pacificus,Cacicus_microrhynchus,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,343000,1,0,0,1,0,1,0,0,0,0,3
Cacicus sclateri,Cacicus_sclateri,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,323000,1,0,0,1,0,1,0,0,0,0,3
Cacicus solitarius,Cacicus_solitarius,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,12900000,1,0,0,0,0,1,0,0,0,0,3
Cacicus uropygialis,Cacicus_uropygialis,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,1350000,1,0,0,0,0,1,0,0,0,0,3
Cacomantis aeruginosus,Cacomantis_heinrichi,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,217000,0,0,1,0,0,1,0,0,0,0,3
Cacomantis castaneiventris,Cacomantis_castaneiventris,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,2120000,0,0,1,0,0,1,0,0,0,0,3
Cacomantis flabelliformis,Cacomantis_flabelliformis,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,1,19200000,0,0,1,0,0,1,0,0,1,0,3
Cacomantis merulinus,Cacomantis_merulinus,Full Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,1,12900000,0,0,1,1,0,1,1,0,1,0,5
Cacomantis passerinus,Cacomantis_passerinus,Full Migrant,Least Concern,Stable,0,0,0,0,0,1,1,1,1,3270000,0,0,1,1,0,1,1,0,1,0,4
Cacomantis sonneratii,Cacomantis_sonneratii,Full Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,1,14800000,0,0,1,1,0,1,0,0,1,0,5
Cacomantis variolosus,Cacomantis_variolosus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,24900000,0,0,1,1,0,1,0,0,1,0,3
Cairina moschata,Cairina_moschata,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,22200000,1,0,0,0,0,1,0,0,0,1,5
Calamanthus campestris,Calamanthus_campestris,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,3210000,0,0,1,0,0,0,0,1,1,0,3
Calamanthus cautus,Hylacola_cauta,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,2110000,0,0,1,0,0,0,0,1,1,0,3
Calamanthus fuliginosus,Calamanthus_fuliginosus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,646000,0,0,1,1,1,1,0,0,1,1,3
Calamanthus montanellus,Calamanthus_campestris,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,564000,0,0,1,0,0,0,0,1,1,0,3
Calamanthus pyrrhopygius,Hylacola_pyrrhopygia,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,1330000,0,0,1,0,0,1,0,0,1,0,3
Calamonastes fasciolatus,Camaroptera_fasciolata,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,0,1850000,0,1,0,0,0,0,0,1,1,0,3
Calamonastes simplex,Camaroptera_simplex,Not a Migrant,Least Concern,Stable,0,0,0,0,1,1,0,0,0,2210000,0,1,0,0,0,0,0,1,1,0,3
Calamonastes stierlingi,Camaroptera_simplex,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,0,2220000,0,1,0,0,0,0,0,1,1,0,3
Calamonastes undosus,Camaroptera_undosa,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,0,3740000,0,1,0,0,0,0,0,1,1,0,3
Calamonastides bensoni,Chloropeta_gracilirostris,Not a Migrant,Vulnerable,Decreasing,0,0,0,1,1,1,0,0,0,7100,0,1,0,0,0,0,0,0,0,1,3
Calamonastides gracilirostris,Chloropeta_gracilirostris,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,1,1,0,0,0,235000,0,1,0,0,0,0,0,0,0,1,3
Calamospiza melanocorys,Calamospiza_melanocorys,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,2010000,1,0,0,1,0,0,1,0,1,0,2
Calandrella blanfordi,Calandrella_brachydactyla,Not a Migrant,Least Concern,Unknown,0,0,0,0,1,1,0,0,0,354000,0,1,0,1,1,0,1,0,0,0,3
Calandrella brachydactyla,Calandrella_brachydactyla,Full Migrant,Least Concern,Unknown,0,0,0,1,1,1,1,1,1,24800000,0,1,1,1,0,0,1,0,1,0,5
Calandrella cinerea,Calandrella_cinerea,Full Migrant,Least Concern,Increasing,0,0,0,1,1,1,0,0,1,10600000,0,1,0,1,1,0,1,0,0,0,3
Calandrella dukhunensis,Calandrella_brachydactyla,Full Migrant,Least Concern,Unknown,0,0,0,0,0,1,1,1,1,4850000,0,0,1,1,0,0,1,0,1,0,2
Calandrella eremica,Calandrella_brachydactyla,Not a Migrant,Least Concern,Unknown,0,0,0,0,1,1,0,0,0,533000,0,1,0,1,1,0,1,0,0,0,3
Calcarius lapponicus,Calcarius_lapponicus,Full Migrant,Least Concern,Decreasing,1,1,1,1,1,1,1,1,1,38900000,1,1,1,1,0,0,1,0,0,1,1
Calcarius ornatus,Calcarius_ornatus,Full Migrant,Vulnerable,Decreasing,1,1,0,0,0,0,0,0,1,1150000,1,0,0,0,0,0,1,0,1,0,1
Calcarius pictus,Calcarius_pictus,Full Migrant,Least Concern,Unknown,1,1,1,0,0,1,0,1,1,3560000,1,0,1,1,0,0,1,0,1,1,1
Calendulauda africanoides,Mirafra_africanoides,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,0,8400000,0,1,0,0,0,0,0,1,1,0,3
Calendulauda albescens,Certhilauda_albescens,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,380000,0,1,0,0,0,0,1,0,1,0,3
Calendulauda burra,Certhilauda_burra,Not a Migrant,Vulnerable,Decreasing,0,0,0,1,0,1,0,0,0,77200,0,1,0,0,0,0,1,0,1,0,3
Calendulauda poecilosterna,Mirafra_poecilosterna,Not a Migrant,Least Concern,Decreasing,0,0,0,0,1,1,0,0,0,954000,0,1,0,0,0,0,0,1,1,0,3
Calendulauda sabota,Mirafra_sabota,Not a Migrant,Least Concern,Increasing,0,0,0,1,1,1,0,0,0,4010000,0,1,0,0,0,0,1,1,1,0,3
Calherodius leuconotus,Gorsachius_leuconotus,Full Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,1,20900000,0,1,0,0,0,1,0,0,0,1,3
Calicalicus madagascariensis,Calicalicus_madagascariensis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,1,1,0,0,0,619000,0,1,0,1,0,1,0,0,1,0,3
Calicalicus rufocarpalis,Calicalicus_rufocarpalis,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,1,1,0,0,0,16700,0,1,0,0,0,0,0,0,1,0,3
Calidris acuminata,Calidris_acuminata,Full Migrant,Least Concern,Decreasing,1,0,0,0,0,1,1,1,1,820000,1,0,1,0,1,0,1,0,0,1,2
Calidris alba,Calidris_alba,Full Migrant,Least Concern,Decreasing,1,1,1,1,1,1,1,1,1,13600000,1,1,1,0,0,0,1,0,0,1,2
Calidris alpina,Calidris_alpina,Full Migrant,Least Concern,Decreasing,1,1,1,1,1,1,1,1,1,30000000,1,1,1,1,1,0,0,0,0,1,2
Calidris bairdii,Calidris_bairdii,Full Migrant,Least Concern,Stable,1,1,1,1,0,1,0,1,1,7460000,1,1,1,1,1,0,1,0,0,1,2
Calidris canutus,Calidris_canutus,Full Migrant,Near Threatened,Decreasing,1,1,1,1,1,1,1,1,1,17800000,1,1,1,0,0,0,1,0,0,1,2
Calidris falcinellus,Limicola_falcinellus,Full Migrant,Least Concern,Decreasing,1,0,0,1,1,1,1,1,1,6100000,1,1,1,1,1,0,0,0,0,1,2
Calidris ferruginea,Calidris_ferruginea,Full Migrant,Near Threatened,Decreasing,1,0,0,1,1,1,1,1,1,3000000,1,1,1,1,1,0,1,0,0,1,2
Calidris fuscicollis,Calidris_fuscicollis,Full Migrant,Least Concern,Decreasing,1,1,1,1,0,1,0,1,1,4000000,1,1,1,0,1,0,1,0,0,1,2
Calidris himantopus,Calidris_himantopus,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,1,0,1,1,2800000,1,0,1,1,0,1,1,0,0,1,2
Calidris maritima,Calidris_maritima,Full Migrant,Least Concern,Decreasing,0,1,1,1,1,1,1,1,1,13600000,1,1,1,0,0,0,1,0,0,1,1
Calidris mauri,Calidris_mauri,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,1,0,1,1,950000,1,0,1,0,1,0,1,0,0,0,2
Calidris melanotos,Calidris_melanotos,Full Migrant,Least Concern,Unknown,1,1,1,1,1,1,1,1,1,13200000,1,1,1,1,1,0,1,0,0,1,2
Calidris minuta,Calidris_minuta,Full Migrant,Least Concern,Increasing,0,0,0,1,1,1,1,1,1,4750000,0,1,1,1,1,0,1,0,0,1,2
Calidris minutilla,Calidris_minutilla,Full Migrant,Least Concern,Decreasing,1,1,1,1,0,1,0,1,1,16100000,1,1,1,0,1,1,1,0,1,1,2
Calidris ptilocnemis,Calidris_ptilocnemis,Full Migrant,Least Concern,Decreasing,1,0,0,0,0,1,0,1,1,4120000,1,0,1,0,0,0,1,0,0,1,1
Calidris pugnax,Philomachus_pugnax,Full Migrant,Least Concern,Decreasing,1,0,0,1,1,1,1,1,1,38500000,1,1,1,1,0,0,1,0,0,1,2
Calidris pusilla,Calidris_pusilla,Full Migrant,Near Threatened,Decreasing,1,1,1,1,0,1,0,1,1,9200000,1,1,1,0,1,0,1,0,0,1,2
Calidris pygmaea,Eurynorhynchus_pygmeus,Full Migrant,Critically Endangered,Decreasing,1,0,0,0,0,1,1,1,1,355000,1,0,1,0,0,0,1,0,0,0,2
Calidris ruficollis,Calidris_ruficollis,Full Migrant,Near Threatened,Decreasing,1,0,0,1,1,1,1,1,1,3360000,1,1,1,0,1,0,1,0,0,0,2
Calidris subminuta,Calidris_subminuta,Full Migrant,Least Concern,Decreasing,0,0,0,0,1,1,1,1,1,11000000,0,1,1,1,1,0,1,0,1,0,2
Calidris subruficollis,Tryngites_subruficollis,Full Migrant,Near Threatened,Decreasing,1,1,1,1,0,1,0,1,1,3600000,1,1,1,0,0,0,1,0,0,0,2
Calidris temminckii,Calidris_temminckii,Full Migrant,Least Concern,Unknown,1,0,0,1,1,1,1,1,1,9780000,1,1,1,1,0,0,1,0,0,1,2
Calidris tenuirostris,Calidris_tenuirostris,Full Migrant,Endangered,Decreasing,1,0,0,0,0,1,1,1,1,331000,1,0,1,0,1,0,1,0,0,0,2
Calidris virgata,Aphriza_virgata,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,1,0,1,1,1550000,1,0,1,0,0,0,1,0,0,0,2
Caliechthrus leucolophus,Caliechthrus_leucolophus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,954000,0,0,1,0,0,1,0,0,0,0,3
Caligavis chrysops,Lichenostomus_chrysops,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,1,2890000,0,0,1,1,0,1,0,1,1,0,3
Caligavis obscura,Lichenostomus_obscurus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,673000,0,0,1,1,0,1,0,0,0,0,3
Caligavis subfrenata,Lichenostomus_subfrenatus,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,517000,0,0,1,0,0,1,0,0,1,0,3
Callacanthis burtoni,Callacanthis_burtoni,Not a Migrant,Least Concern,Stable,0,0,0,0,0,1,1,1,0,596000,0,0,1,0,0,1,0,0,1,0,5
Callaeas wilsoni,Callaeas_cinereus,Not a Migrant,Near Threatened,Increasing,0,0,0,0,0,0,0,1,0,106000,0,0,1,0,0,1,0,0,1,0,3
Calliope calliope,Luscinia_calliope,Full Migrant,Least Concern,Unknown,1,0,0,1,1,1,1,1,1,21500000,1,1,1,1,0,1,0,0,1,1,2
Calliope obscura,Luscinia_obscura,Full Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,1,1,1,223000,0,0,1,0,0,1,0,0,0,0,2
Calliope pectardens,Luscinia_pectardens,Full Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,1,1,1,1250000,0,0,1,0,0,1,0,0,1,1,2
Calliope pectoralis,Luscinia_pectoralis,Full Migrant,Least Concern,Stable,0,0,0,0,0,1,1,1,1,5740000,0,0,1,1,0,0,1,0,1,0,5
Calliope tschebaiewi,Luscinia_pectoralis,Full Migrant,Least Concern,Stable,0,0,0,0,0,0,1,1,1,2750000,0,0,1,1,0,0,1,0,1,0,5
Callipepla californica,Callipepla_californica,Not a Migrant,Least Concern,Increasing,1,1,0,0,0,0,0,0,0,2790000,1,0,0,1,0,1,1,0,1,0,5
Callipepla douglasii,Callipepla_douglasii,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,241000,1,0,0,1,0,1,0,0,1,0,5
Callipepla gambelii,Callipepla_gambelii,Not a Migrant,Least Concern,Stable,1,1,0,0,0,0,0,0,0,1340000,1,0,0,1,0,0,0,0,1,0,5
Callipepla squamata,Callipepla_squamata,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,1800000,1,0,0,0,0,0,1,0,1,0,5
Calliphlox amethystina,Calliphlox_amethystina,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,13600000,1,0,0,1,0,1,0,1,1,0,3
Calliphlox bryantae,Calliphlox_bryantae,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,33100,1,0,0,1,0,1,0,0,1,0,3
Calliphlox mitchellii,Calliphlox_mitchellii,Altitudinal Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,296000,1,0,0,1,0,1,0,0,0,0,3
Callocephalon fimbriatum,Callocephalon_fimbriatum,Altitudinal Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,401000,0,0,1,1,0,1,0,0,0,0,3
Callonetta leucophrys,Callonetta_leucophrys,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,4150000,1,0,0,0,0,1,0,0,0,1,3
Calochaetes coccineus,Calochaetes_coccineus,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,600000,1,0,0,0,0,1,0,0,0,0,3
Caloenas nicobarica,Caloenas_nicobarica,Nomadic,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,16200000,0,0,1,0,0,1,0,0,1,0,3
Caloperdix oculeus,Caloperdix_oculeus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,3339000,0,0,1,0,0,1,0,0,1,0,3
Caloramphus fuliginosus,Calorhamphus_fuliginosus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,965000,0,0,1,1,0,1,0,0,0,0,3
Caloramphus hayii,Calorhamphus_fuliginosus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,1170000,0,0,1,1,0,1,0,0,0,0,3
Calothorax lucifer,Calothorax_lucifer,Full Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,1,925000,1,0,0,1,0,1,1,0,1,0,5
Calothorax pulcher,Calothorax_pulcher,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,57900,1,0,0,0,0,1,0,0,1,0,3
Calypte anna,Calypte_anna,Full Migrant,Least Concern,Increasing,1,1,0,0,0,1,0,1,1,1580000,1,0,1,1,0,1,0,1,1,0,1
Calypte costae,Calypte_costae,Full Migrant,Least Concern,Increasing,1,1,0,0,0,0,0,0,1,1170000,1,0,0,1,0,0,1,1,1,0,5
Calyptocichla serinus,Calyptocichla_serina,Nomadic,Least Concern,Stable,0,0,0,1,1,1,0,0,0,4370000,0,1,0,1,0,1,0,0,0,0,3
Calyptomena hosii,Calyptomena_hosii,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,601000,0,0,1,0,0,1,0,0,0,0,3
Calyptomena viridis,Calyptomena_viridis,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,4240000,0,0,1,1,0,1,0,0,0,0,3
Calyptomena whiteheadi,Calyptomena_whiteheadi,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,214000,0,0,1,0,0,1,0,0,0,0,3
Calyptophilus frugivorus,Calyptophilus_frugivorus,Not a Migrant,Near Threatened,Decreasing,0,0,1,0,0,0,0,0,0,18300,1,0,0,0,0,1,0,0,1,0,3
Calyptophilus tertius,Calyptophilus_tertius,Not a Migrant,Vulnerable,Decreasing,0,0,1,0,0,0,0,0,0,15100,1,0,0,0,0,1,0,0,1,0,3
