scientificName,animal,Movement,redlistCategory,populationTrend,Pac_Americas,Cen_Americas,Atl_Americas,Eas_Atlantic,Black_Sea,Eas_Africa,Cen_Asia,Eas_Asia,migratory,EOO,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere
Thripadectes rufobrunneus,Thripadectes_rufobrunneus,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,36200,1,0,0,0,0,1,0,0,0,1,3
Thripadectes scrutator,Thripadectes_scrutator,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,387000,1,0,0,0,0,1,0,0,0,0,3
Thripadectes virgaticeps,Thripadectes_virgaticeps,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,513000,1,0,0,1,0,1,0,0,0,0,3
Thripophaga amacurensis,Thripophaga_cherriei,Not a Migrant,Endangered,Decreasing,0,0,1,0,0,0,0,0,0,1343,1,0,0,0,0,1,0,0,0,0,3
Thripophaga cherriei,Thripophaga_cherriei,Not a Migrant,Vulnerable,Decreasing,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,1,3
Thripophaga fusciceps,Thripophaga_fusciceps,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,2840000,1,0,0,0,0,1,0,0,0,0,3
Thripophaga gutturata,Cranioleuca_gutturata,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,5880000,1,0,0,0,0,1,0,0,0,1,3
Thripophaga macroura,Thripophaga_macroura,Not a Migrant,Vulnerable,Decreasing,0,0,1,0,0,0,0,0,0,112000,1,0,0,1,0,1,0,0,0,0,3
Thryomanes bewickii,Thryomanes_bewickii,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,8690000,1,0,0,1,0,1,0,0,1,0,5
Thryophilus nicefori,Thryothorus_nicefori,Not a Migrant,Critically Endangered,Decreasing,0,1,1,0,0,0,0,0,0,7900,1,0,0,0,0,0,0,0,1,0,3
Thryophilus pleurostictus,Thryothorus_pleurostictus,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,612000,1,0,0,0,0,1,0,0,1,0,3
Thryophilus rufalbus,Thryothorus_rufalbus,Altitudinal Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,2450000,1,0,0,1,0,1,0,1,0,0,3
Thryophilus sernai,Thryothorus_nicefori,Not a Migrant,Endangered,Decreasing,1,1,0,0,0,0,0,0,0,6360,1,0,0,0,0,1,0,0,0,0,3
Thryophilus sinaloa,Thryothorus_sinaloa,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,647000,1,0,0,0,0,1,0,0,0,0,5
Thryorchilus browni,Thryorchilus_browni,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,7000,1,0,0,0,0,1,1,0,1,0,3
Thryothorus albinucha,Thryothorus_ludovicianus,Not a Migrant,Least Concern,Increasing,1,1,1,0,0,0,0,0,0,423000,1,0,0,0,0,1,0,0,1,0,3
Thryothorus ludovicianus,Thryothorus_ludovicianus,Not a Migrant,Least Concern,Increasing,1,1,1,0,0,0,0,0,0,5100000,1,0,0,1,0,1,0,0,0,0,5
Tiaris olivaceus,Tiaris_olivaceus,Not a Migrant,Least Concern,Increasing,1,1,1,0,0,0,0,0,0,5570000,1,0,0,1,0,0,1,0,1,0,5
Tickellia hodgsoni,Tickellia_hodgsoni,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,1700000,0,0,1,0,0,1,0,0,1,0,5
Tigriornis leucolopha,Tigriornis_leucolopha,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,6130000,0,1,0,0,0,1,0,0,0,1,3
Tigrisoma fasciatum,Tigrisoma_fasciatum,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,14400000,1,0,0,0,0,1,0,0,0,1,3
Tigrisoma lineatum,Tigrisoma_lineatum,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,16900000,1,0,0,0,0,1,0,0,0,1,3
Tigrisoma mexicanum,Tigrisoma_mexicanum,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,3200000,1,0,0,0,0,1,0,0,0,1,5
Tilmatura dupontii,Tilmatura_dupontii,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,1090000,1,0,0,1,0,1,0,0,0,0,5
Timalia pileata,Timalia_pileata,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,7840000,0,0,1,0,0,0,1,0,1,1,5
Timeliopsis fulvigula,Timeliopsis_fulvigula,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,678000,0,0,1,0,0,1,0,0,0,0,3
Timeliopsis griseigula,Timeliopsis_griseigula,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,913000,0,0,1,0,0,1,0,0,0,0,3
Tinamotis ingoufi,Tinamotis_ingoufi,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,508000,1,0,0,1,0,0,1,1,1,0,3
Tinamotis pentlandii,Tinamotis_pentlandii,Not a Migrant,Least Concern,Stable,1,1,0,0,0,0,0,0,0,1010000,1,0,0,0,0,0,1,0,0,0,3
Tinamus guttatus,Tinamus_guttatus,Not a Migrant,Near Threatened,Decreasing,1,1,1,0,0,0,0,0,0,5250000,1,0,0,1,0,1,0,0,0,0,3
Tinamus major,Tinamus_major,Not a Migrant,Near Threatened,Decreasing,1,1,1,0,0,0,0,0,0,11900000,1,0,0,1,0,1,0,0,0,0,3
Tinamus osgoodi,Tinamus_osgoodi,Not a Migrant,Vulnerable,Decreasing,1,1,0,0,0,0,0,0,0,969000,1,0,0,0,0,1,0,0,0,0,3
Tinamus solitarius,Tinamus_solitarius,Not a Migrant,Near Threatened,Decreasing,0,1,1,0,0,0,0,0,0,1930000,1,0,0,1,0,1,0,0,0,0,3
Tinamus tao,Tinamus_tao,Not a Migrant,Vulnerable,Decreasing,1,1,1,0,0,0,0,0,0,8520000,1,0,0,1,0,1,0,0,0,0,3
Tityra braziliensis,Tityra_cayana,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,7620000,1,0,0,1,0,1,0,0,0,1,3
Tityra cayana,Tityra_cayana,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,5990000,1,0,0,1,0,1,0,0,0,1,3
Tityra inquisitor,Tityra_inquisitor,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,18100000,1,0,0,1,0,1,0,0,0,1,3
Tityra leucura,Tityra_inquisitor,Not a Migrant,Data Deficient,Unknown,0,1,0,0,0,0,0,0,0,50300,1,0,0,0,0,1,0,0,0,0,3
Tityra semifasciata,Tityra_semifasciata,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,16200000,1,0,0,1,0,1,0,1,0,0,5
Tmetothylacus tenellus,Tmetothylacus_tenellus,Full Migrant,Least Concern,Stable,0,0,0,0,1,1,0,0,1,2350000,0,1,0,0,0,0,1,1,1,0,3
Tockus damarensis,Tockus_erythrorhynchus,Not a Migrant,Least Concern,Stable,0,0,0,1,0,1,0,0,0,414000,0,1,0,0,0,1,0,1,1,0,3
Tockus deckeni,Tockus_deckeni,Not a Migrant,Least Concern,Decreasing,0,0,0,0,1,1,0,0,0,2380000,0,1,0,0,0,1,0,1,1,0,3
Tockus erythrorhynchus,Tockus_erythrorhynchus,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,0,22500000,0,1,0,0,0,1,0,1,1,0,5
Tockus flavirostris,Tockus_flavirostris,Not a Migrant,Least Concern,Decreasing,0,0,0,0,1,1,0,0,0,2740000,0,1,0,0,0,1,0,1,1,0,3
Tockus jacksoni,Tockus_jacksoni,Not a Migrant,Least Concern,Decreasing,0,0,0,0,1,1,0,0,0,147000,0,1,0,0,0,1,0,1,1,0,3
Tockus leucomelas,Tockus_leucomelas,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,3300000,0,1,0,0,0,1,1,1,0,1,3
Tockus monteiri,Tockus_monteiri,Not a Migrant,Least Concern,Stable,0,0,0,1,0,1,0,0,0,559000,0,1,0,0,0,0,0,1,1,0,3
Todiramphus albonotatus,Todiramphus_albonotatus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,63400,0,0,1,1,0,1,0,0,0,0,3
Todiramphus australasia,Todiramphus_australasia,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,437000,0,0,1,1,0,1,0,0,0,0,3
Todiramphus chloris,Todiramphus_chloris,Not a Migrant,Least Concern,Decreasing,0,0,0,0,1,1,1,1,0,47800000,0,1,1,1,0,1,1,1,0,1,5
Todiramphus diops,Todiramphus_diops,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,65400,0,0,1,1,0,1,0,0,0,0,3
Todiramphus enigma,Todiramphus_enigma,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,2100,0,0,1,0,0,1,0,0,0,1,3
Todiramphus farquhari,Todiramphus_farquhari,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,12500,0,0,1,1,0,1,0,0,0,0,3
Todiramphus funebris,Todiramphus_funebris,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,40300,0,0,1,1,0,1,0,0,0,0,3
Todiramphus lazuli,Todiramphus_lazuli,Not a Migrant,Near Threatened,Stable,0,0,0,0,0,0,0,1,0,33800,0,0,1,1,0,1,0,0,0,0,3
Todiramphus leucopygius,Todiramphus_leucopygius,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,115000,0,0,1,1,0,1,0,0,1,0,3
Todiramphus macleayii,Todiramphus_macleayii,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,1,4330000,0,0,1,1,0,1,0,1,0,0,3
Todiramphus nigrocyaneus,Todiramphus_nigrocyaneus,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,1080000,0,0,1,0,0,1,0,0,1,1,3
Todiramphus pelewensis,Todiramphus_cinnamominus,Not a Migrant,Near Threatened,Unknown,0,0,0,0,0,0,0,1,0,1500,0,0,1,1,0,1,0,0,0,0,3
Todiramphus pyrrhopygius,Todiramphus_pyrrhopygius,Not a Migrant,Least Concern,Increasing,0,0,0,0,0,0,0,1,0,9070000,0,0,1,0,0,1,1,1,1,1,3
Todiramphus sanctus,Todiramphus_sanctus,Full Migrant,Least Concern,Unknown,0,0,0,0,0,0,0,1,1,20200000,0,0,1,1,1,1,1,0,1,1,3
Todiramphus saurophagus,Todiramphus_saurophaga,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,2940000,0,0,1,1,1,1,0,0,0,0,3
Todiramphus winchelli,Todiramphus_winchelli,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,458000,0,0,1,0,0,1,0,0,0,0,3
Todirostrum chrysocrotaphum,Todirostrum_chrysocrotaphum,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,5860000,1,0,0,1,0,1,0,0,0,0,3
Todirostrum cinereum,Todirostrum_cinereum,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,17600000,1,0,0,1,0,1,0,1,1,0,3
Todirostrum maculatum,Todirostrum_maculatum,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,6600000,1,0,0,1,0,1,0,0,1,1,3
Todirostrum nigriceps,Todirostrum_nigriceps,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,1470000,1,0,0,1,0,1,0,0,0,0,3
Todirostrum pictum,Todirostrum_pictum,Not a Migrant,Least Concern,Decreasing,0,1,1,0,0,0,0,0,0,1850000,1,0,0,1,0,1,0,0,0,0,3
Todirostrum poliocephalum,Todirostrum_poliocephalum,Not a Migrant,Least Concern,Decreasing,0,0,1,0,0,0,0,0,0,726000,1,0,0,1,0,1,0,0,0,0,3
Todirostrum viridanum,Todirostrum_viridanum,Not a Migrant,Least Concern,Decreasing,0,1,1,0,0,0,0,0,0,42400,1,0,0,0,0,1,0,1,1,0,3
Todus angustirostris,Todus_angustirostris,Not a Migrant,Least Concern,Decreasing,0,0,1,0,0,0,0,0,0,121000,1,0,0,1,0,1,0,0,0,0,3
Todus mexicanus,Todus_mexicanus,Not a Migrant,Least Concern,Unknown,0,0,1,0,0,0,0,0,0,9900,1,0,0,1,0,1,0,0,1,0,3
Todus multicolor,Todus_multicolor,Not a Migrant,Least Concern,Decreasing,0,1,1,0,0,0,0,0,0,223000,1,0,0,1,0,1,0,0,1,0,3
Todus subulatus,Todus_subulatus,Not a Migrant,Least Concern,Decreasing,0,0,1,0,0,0,0,0,0,121000,1,0,0,1,0,1,1,0,1,0,3
Todus todus,Todus_todus,Not a Migrant,Least Concern,Stable,0,1,1,0,0,0,0,0,0,13500,1,0,0,1,0,1,0,0,0,0,3
Tolmomyias assimilis,Tolmomyias_assimilis,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,6880000,1,0,0,0,0,1,0,0,0,0,3
Tolmomyias flaviventris,Tolmomyias_flaviventris,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,11000000,1,0,0,1,0,1,0,1,1,0,3
Tolmomyias flavotectus,Tolmomyias_flavotectus,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,920000,1,0,0,0,0,1,0,0,0,0,3
Tolmomyias poliocephalus,Tolmomyias_poliocephalus,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,10000000,1,0,0,1,0,1,0,1,0,0,3
Tolmomyias sulphurescens,Tolmomyias_sulphurescens,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,19200000,1,0,0,1,0,1,0,1,0,1,3
Tolmomyias traylori,Tolmomyias_traylori,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,402000,1,0,0,0,0,1,0,0,0,0,3
Tolmomyias viridiceps,Tolmomyias_viridiceps,Not a Migrant,Least Concern,Stable,1,1,0,0,0,0,0,0,0,2830000,1,0,0,1,0,1,0,1,1,0,3
Topaza pella,Topaza_pella,Not a Migrant,Least Concern,Decreasing,0,1,1,0,0,0,0,0,0,2980000,1,0,0,0,0,1,0,0,0,0,3
Topaza pyra,Topaza_pyra,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,2400000,1,0,0,0,0,1,0,0,0,0,3
Torgos tracheliotos,Torgos_tracheliotos,Not a Migrant,Endangered,Decreasing,0,0,0,1,1,1,1,0,0,34200000,0,1,1,0,0,1,1,1,1,0,5
Torreornis inexpectata,Torreornis_inexpectata,Not a Migrant,Vulnerable,Decreasing,0,1,1,0,0,0,0,0,0,81100,1,0,0,0,0,1,0,0,1,0,3
Touit batavicus,Touit_batavicus,Not a Migrant,Least Concern,Decreasing,0,1,1,0,0,0,0,0,0,950000,1,0,0,1,0,1,0,0,0,0,3
Touit costaricensis,Touit_costaricensis,Altitudinal Migrant,Vulnerable,Decreasing,1,1,1,0,0,0,0,0,0,36000,1,0,0,0,0,1,0,0,0,0,3
Touit dilectissimus,Touit_dilectissimus,Altitudinal Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,860000,1,0,0,0,0,1,0,0,0,0,3
Touit huetii,Touit_huetii,Nomadic,Vulnerable,Decreasing,1,1,1,0,0,0,0,0,0,6820000,1,0,0,0,0,1,0,0,0,0,3
Touit melanonotus,Touit_melanonotus,Not a Migrant,Vulnerable,Decreasing,0,0,1,0,0,0,0,0,0,537000,1,0,0,0,0,1,0,0,0,0,3
Touit purpuratus,Touit_purpuratus,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,4550000,1,0,0,1,0,1,0,1,0,0,3
Touit stictopterus,Touit_stictopterus,Not a Migrant,Vulnerable,Decreasing,1,1,0,0,0,0,0,0,0,352000,1,0,0,0,0,1,0,0,0,0,3
Touit surdus,Touit_surdus,Not a Migrant,Vulnerable,Decreasing,0,0,1,0,0,0,0,0,0,398000,1,0,0,0,0,1,0,0,0,0,3
Toxorhamphus novaeguineae,Toxorhamphus_novaeguineae,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,1070000,0,0,1,1,0,1,0,0,0,0,3
Toxorhamphus poliopterus,Toxorhamphus_poliopterus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,503000,0,0,1,1,0,1,0,0,0,0,3
Toxostoma bendirei,Toxostoma_bendirei,Full Migrant,Vulnerable,Decreasing,1,1,0,0,0,0,0,0,1,1070000,1,0,0,0,0,0,1,0,1,0,5
Toxostoma cinereum,Toxostoma_cinereum,Not a Migrant,Least Concern,Stable,1,0,0,0,0,0,0,0,0,171000,1,0,0,0,0,0,1,0,1,0,5
Toxostoma crissale,Toxostoma_crissale,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,1530000,1,0,0,0,0,0,0,0,1,0,5
Toxostoma curvirostre,Toxostoma_curvirostre,Not a Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,0,2860000,1,0,0,0,0,0,1,0,1,0,5
Toxostoma guttatum,Toxostoma_guttatum,Not a Migrant,Critically Endangered,Decreasing,0,1,1,0,0,0,0,0,0,150,1,0,0,0,0,1,0,0,1,0,3
Toxostoma lecontei,Toxostoma_lecontei,Not a Migrant,Least Concern,Stable,1,1,0,0,0,0,0,0,0,666000,1,0,0,0,0,0,0,0,1,0,1
Toxostoma longirostre,Toxostoma_longirostre,Not a Migrant,Least Concern,Stable,1,1,1,0,0,0,0,0,0,402000,1,0,0,0,0,1,0,0,1,0,5
Toxostoma ocellatum,Toxostoma_ocellatum,Not a Migrant,Least Concern,Decreasing,1,1,0,0,0,0,0,0,0,107000,1,0,0,0,0,1,0,0,1,0,5
Toxostoma redivivum,Toxostoma_redivivum,Not a Migrant,Least Concern,Increasing,1,0,0,0,0,0,0,0,0,346000,1,0,0,0,0,0,0,0,1,0,1
Toxostoma rufum,Toxostoma_rufum,Full Migrant,Least Concern,Decreasing,1,1,1,0,0,0,0,0,1,7260000,1,0,0,0,0,1,0,0,1,0,5
Trachylaemus goffinii,Trachyphonus_purpuratus,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,0,0,0,0,617000,0,1,0,1,0,1,0,1,1,1,3
Trachylaemus purpuratus,Trachyphonus_purpuratus,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,4560000,0,1,0,1,0,1,0,1,1,1,3
Trachylaemus togoensis,Trachyphonus_purpuratus,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,0,0,0,0,296000,0,1,0,1,0,1,0,1,1,1,3
Trachyphonus darnaudii,Trachyphonus_darnaudii,Not a Migrant,Least Concern,Stable,0,0,0,0,1,1,0,0,0,1800000,0,1,0,1,0,0,1,1,1,0,3
Trachyphonus emini,Trachyphonus_darnaudii,Not a Migrant,Least Concern,Stable,0,0,0,0,1,1,0,0,0,238000,0,1,0,1,0,0,1,1,1,0,3
Trachyphonus erythrocephalus,Trachyphonus_erythrocephalus,Not a Migrant,Least Concern,Stable,0,0,0,0,1,1,0,0,0,2740000,0,1,0,0,0,0,0,1,1,0,3
Trachyphonus margaritatus,Trachyphonus_margaritatus,Not a Migrant,Least Concern,Stable,0,0,0,1,1,1,0,0,0,4860000,0,1,0,1,1,0,0,1,1,1,5
Trachyphonus usambiro,Trachyphonus_usambiro,Not a Migrant,Least Concern,Stable,0,0,0,0,1,1,0,0,0,186000,0,1,0,1,0,0,1,1,1,0,3
Trachyphonus vaillantii,Trachyphonus_vaillantii,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,5560000,0,1,0,1,0,0,0,1,1,0,3
Tragopan blythii,Tragopan_blythii,Altitudinal Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,1,1,0,355000,0,0,1,0,0,1,0,0,0,0,5
Tragopan caboti,Tragopan_caboti,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,518000,0,0,1,0,0,1,0,0,0,0,5
Tragopan melanocephalus,Tragopan_melanocephalus,Altitudinal Migrant,Vulnerable,Decreasing,0,0,0,0,0,1,1,0,0,106000,0,0,1,0,0,1,0,0,0,0,5
Tragopan satyra,Tragopan_satyra,Altitudinal Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,1,1,0,230000,0,0,1,0,0,1,0,0,0,0,5
Tragopan temminckii,Tragopan_temminckii,Altitudinal Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,1560000,0,0,1,0,0,1,0,0,1,0,5
Tregellasia capito,Tregellasia_capito,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,747000,0,0,1,0,0,1,0,0,0,0,3
Tregellasia leucops,Tregellasia_leucops,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,1650000,0,0,1,0,0,1,0,0,1,0,3
Treron affinis,Treron_pompadora,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,479000,0,0,1,0,0,1,0,0,0,0,3
Treron apicauda,Treron_apicauda,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,1,3220000,0,0,1,0,0,1,0,0,0,0,5
Treron aromaticus,Treron_pompadora,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,9100,0,0,1,0,0,1,0,0,0,0,3
Treron australis,Treron_australis,Not a Migrant,Least Concern,Decreasing,0,0,0,0,1,1,0,0,0,689000,0,1,0,1,0,1,0,1,1,0,3
Treron axillaris,Treron_pompadora,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,1160000,0,0,1,0,0,1,0,0,0,0,3
Treron bicinctus,Treron_bicinctus,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,12200000,0,0,1,1,0,1,0,0,0,1,5
Treron calvus,Treron_calvus,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,17900000,0,1,0,1,0,1,0,1,1,0,3
Treron capellei,Treron_capellei,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,3650000,0,0,1,0,0,1,0,0,0,0,3
Treron chloropterus,Treron_pompadora,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,113080,0,0,1,0,0,1,0,0,0,0,3
Treron curvirostra,Treron_curvirostra,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,1,9970000,0,0,1,1,0,1,0,0,0,0,5
Treron delalandii,Treron_calvus,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,1560000,0,1,0,1,0,1,0,1,1,0,3
Treron floris,Treron_floris,Nomadic,Vulnerable,Decreasing,0,0,0,0,0,0,0,1,0,76900,0,0,1,0,0,1,0,1,0,0,3
Treron formosae,Treron_formosae,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,22000,0,0,1,1,0,1,0,0,0,0,3
Treron fulvicollis,Treron_fulvicollis,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,3180000,0,0,1,1,0,1,0,0,1,0,3
Treron griseicauda,Treron_griseicauda,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,0,0,1,0,1690000,0,0,1,1,0,0,0,0,1,0,3
Treron griveaudi,Treron_australis,Not a Migrant,Endangered,Decreasing,0,0,0,0,1,1,0,0,0,80,0,1,0,1,0,1,0,0,0,0,3
Treron olax,Treron_olax,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,1,3490000,0,0,1,1,0,1,0,0,0,0,3
Treron oxyurus,Treron_oxyurus,Nomadic,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,292000,0,0,1,0,0,1,0,0,0,0,3
Treron pembaensis,Treron_pembaensis,Not a Migrant,Vulnerable,Decreasing,0,0,0,0,1,1,0,0,0,1550,0,1,0,1,0,1,0,0,0,0,3
Treron permagnus,Treron_formosae,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,209000,0,0,1,1,0,1,0,0,0,0,5
Treron phayrei,Treron_pompadora,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,1,1,0,3080000,0,0,1,0,0,1,0,0,0,0,5
Treron phoenicopterus,Treron_phoenicopterus,Not a Migrant,Least Concern,Increasing,0,0,0,0,0,1,1,1,0,8970000,0,0,1,1,0,1,0,0,1,0,5
Treron pompadora,Treron_pompadora,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,1,1,0,71900,0,0,1,0,0,1,0,0,0,0,3
Treron psittaceus,Treron_psittaceus,Not a Migrant,Endangered,Decreasing,0,0,0,0,0,0,0,1,0,35100,0,0,1,0,0,1,0,0,0,0,3
Treron sanctithomae,Treron_sanctithomae,Not a Migrant,Endangered,Decreasing,0,0,0,1,0,1,0,0,0,699,0,1,0,1,0,1,0,0,0,0,3
Treron seimundi,Treron_seimundi,Altitudinal Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,1440000,0,0,1,0,0,1,0,0,0,0,3
Treron sieboldii,Treron_sieboldii,Full Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,1,8510000,0,0,1,0,0,1,0,0,1,0,5
Treron sphenurus,Treron_sphenurus,Altitudinal Migrant,Least Concern,Decreasing,0,0,0,0,0,1,1,1,0,9880000,0,0,1,0,0,1,0,0,0,0,5
Treron teysmannii,Treron_teysmannii,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,9500,0,0,1,0,0,1,0,0,0,0,3
Treron vernans,Treron_vernans,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,9130000,0,0,1,1,0,1,0,0,0,0,3
Treron waalia,Treron_waalia,Not a Migrant,Least Concern,Decreasing,0,0,0,1,1,1,0,0,0,12500000,0,1,0,1,0,1,1,1,1,0,4
Tribonyx mortierii,Gallinula_mortierii,Not a Migrant,Least Concern,Unknown,0,0,0,0,0,0,0,1,0,73500,0,0,1,1,0,0,1,0,0,1,3
Tribonyx ventralis,Gallinula_ventralis,Nomadic,Least Concern,Stable,0,0,0,0,0,0,0,1,0,8260000,0,0,1,1,0,0,0,0,0,1,3
Trichastoma bicolor,Trichastoma_bicolor,Not a Migrant,Least Concern,Stable,0,0,0,0,0,0,0,1,0,3110000,0,0,1,1,0,1,0,0,0,0,3
Trichastoma buettikoferi,Trichastoma_buettikoferi,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,Unknown,0,0,1,1,0,1,0,0,0,0,3
Trichastoma celebense,Trichastoma_celebense,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,397000,0,0,1,1,0,1,0,1,1,0,3
Trichastoma cinereiceps,Malacocincla_cinereiceps,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,32600,0,0,1,1,0,1,0,0,1,0,3
Trichastoma malaccense,Malacocincla_malaccensis,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,3190000,0,0,1,1,0,1,0,0,1,1,3
Trichastoma pyrrogenys,Trichastoma_pyrrogenys,Not a Migrant,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,1250000,0,0,1,0,0,1,0,0,0,0,3
Trichastoma rostratum,Trichastoma_rostratum,Not a Migrant,Near Threatened,Decreasing,0,0,0,0,0,0,0,1,0,3550000,0,0,1,0,0,1,0,0,1,0,3
